"Name","Author","User Rating","Reviews","Price","Year","Genre"
"Oh, the Places You'll Go!","Dr. Seuss","4.9","21834","6.4","2017","Fiction"
"Oh, the Places You'll Go!","Dr. Seuss","4.9","21834","6.4","2018","Fiction"
"Oh, the Places You'll Go!","Dr. Seuss","4.9","21834","6.4","2019","Fiction"
"Old School (Diary of a Wimpy Kid #10)","Jeff Kinney","4.8","6169","5.6000000000000005","2015","Fiction"
"Olive Kitteridge","Elizabeth Strout","4.2","4519","9.600000000000001","2009","Fiction"
"One Thousand Gifts: A Dare to Live Fully Right Where You Are","Ann Voskamp","4.6","3163","10.4","2011","Non Fiction"
"One Thousand Gifts: A Dare to Live Fully Right Where You Are","Ann Voskamp","4.6","3163","10.4","2012","Non Fiction"
"Option B: Facing Adversity, Building Resilience, and Finding Joy","Sheryl Sandberg","4.5","1831","7.2","2017","Non Fiction"
"Origin: A Novel (Robert Langdon)","Dan Brown","4.3","18904","10.4","2017","Fiction"
"Orphan Train","Christina Baker Kline","4.6","21930","8.8","2014","Fiction"
"Outliers: The Story of Success","Malcolm Gladwell","4.6","10426","16.0","2009","Non Fiction"
"Outliers: The Story of Success","Malcolm Gladwell","4.6","10426","16.0","2010","Non Fiction"
"P is for Potty! (Sesame Street) (Lift-the-Flap)","Naomi Kleinberg","4.7","10820","4.0","2018","Non Fiction"
"P is for Potty! (Sesame Street) (Lift-the-Flap)","Naomi Kleinberg","4.7","10820","4.0","2019","Non Fiction"
"Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3)","Rick Riordan","4.8","548","1.6","2010","Fiction"
"Player's Handbook (Dungeons & Dragons)","Wizards RPG Team","4.8","16990","21.6","2017","Fiction"
"Player's Handbook (Dungeons & Dragons)","Wizards RPG Team","4.8","16990","21.6","2018","Fiction"
"Player's Handbook (Dungeons & Dragons)","Wizards RPG Team","4.8","16990","21.6","2019","Fiction"
"PokÃ©mon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 PokÃ©mon","Scholastic","4.7","3503","7.2","2016","Fiction"
"Proof of Heaven: A Neurosurgeon's Journey into the Afterlife","Eben Alexander","4.3","13616","8.0","2012","Non Fiction"
"Proof of Heaven: A Neurosurgeon's Journey into the Afterlife","Eben Alexander","4.3","13616","8.0","2013","Non Fiction"
"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association","4.5","8580","36.800000000000004","2009","Non Fiction"
"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association","4.5","8580","36.800000000000004","2010","Non Fiction"
"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association","4.5","8580","36.800000000000004","2011","Non Fiction"
"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association","4.5","8580","36.800000000000004","2012","Non Fiction"
"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association","4.5","8580","36.800000000000004","2013","Non Fiction"
"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association","4.5","8580","36.800000000000004","2014","Non Fiction"
"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association","4.5","8580","36.800000000000004","2015","Non Fiction"
"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association","4.5","8580","36.800000000000004","2016","Non Fiction"
"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association","4.5","8580","36.800000000000004","2017","Non Fiction"
"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association","4.5","8580","36.800000000000004","2018","Non Fiction"
"Puppy Birthday to You! (Paw Patrol) (Little Golden Book)","Golden Books","4.8","4757","3.2","2017","Fiction"
"Quiet: The Power of Introverts in a World That Can't Stop Talking","Susan Cain","4.6","10009","16.0","2012","Non Fiction"
"Quiet: The Power of Introverts in a World That Can't Stop Talking","Susan Cain","4.6","10009","5.6000000000000005","2013","Non Fiction"
"Radical: Taking Back Your Faith from the American Dream","David Platt","4.7","1985","7.2","2010","Non Fiction"
"Radical: Taking Back Your Faith from the American Dream","David Platt","4.7","1985","7.2","2011","Non Fiction"
"Ready Player One: A Novel","Ernest Cline","4.6","22536","9.600000000000001","2017","Fiction"
"Ready Player One: A Novel","Ernest Cline","4.6","22536","9.600000000000001","2018","Fiction"
"Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1)","Rush Limbaugh","4.9","7150","9.600000000000001","2013","Fiction"
"Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2)","Rush Limbaugh","4.9","3836","9.600000000000001","2014","Fiction"
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","Samin Nosrat","4.8","7802","16.0","2018","Non Fiction"
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","Samin Nosrat","4.8","7802","16.0","2019","Non Fiction"
"Sarah's Key","Tatiana de Rosnay","4.6","3619","8.0","2010","Fiction"
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Readingâ€¦","School Zone","4.8","23047","4.800000000000001","2018","Non Fiction"
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Readingâ€¦","School Zone","4.8","23047","4.800000000000001","2019","Non Fiction"
"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)","Johanna Basford","4.7","9366","7.2","2015","Non Fiction"
"Sh*t My Dad Says","Justin Halpern","4.7","1265","8.8","2010","Non Fiction"
"Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution","Tucker Carlson","4.8","3923","12.8","2018","Non Fiction"
"Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes","Ian K. Smith M.D.","4.1","2272","4.800000000000001","2013","Non Fiction"
"Sookie Stackhouse","Charlaine Harris","4.7","973","20.0","2009","Fiction"
"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritualâ€¦","Zhi Gang Sha","4.6","220","13.600000000000001","2013","Non Fiction"
"Steve Jobs","Walter Isaacson","4.6","7827","16.0","2011","Non Fiction"
"Steve Jobs","Walter Isaacson","4.6","7827","16.0","2012","Non Fiction"
"Strange Planet (Strange Planet Series)","Nathan W. Pyle","4.9","9382","4.800000000000001","2019","Fiction"
"StrengthsFinder 2.0","Gallup","4","5069","13.600000000000001","2009","Non Fiction"
"StrengthsFinder 2.0","Gallup","4","5069","13.600000000000001","2010","Non Fiction"
"StrengthsFinder 2.0","Gallup","4","5069","13.600000000000001","2011","Non Fiction"
"StrengthsFinder 2.0","Gallup","4","5069","13.600000000000001","2012","Non Fiction"
"StrengthsFinder 2.0","Gallup","4","5069","13.600000000000001","2013","Non Fiction"
"StrengthsFinder 2.0","Gallup","4","5069","13.600000000000001","2014","Non Fiction"
"StrengthsFinder 2.0","Gallup","4","5069","13.600000000000001","2015","Non Fiction"
"StrengthsFinder 2.0","Gallup","4","5069","13.600000000000001","2016","Non Fiction"
"StrengthsFinder 2.0","Gallup","4","5069","13.600000000000001","2017","Non Fiction"
"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance","Steven D. Levitt","4.5","1583","14.4","2009","Non Fiction"
"Switch: How to Change Things When Change Is Hard","Chip Heath","4.6","1907","10.4","2010","Non Fiction"
"Sycamore Row (Jake Brigance)","John Grisham","4.5","23114","14.4","2013","Fiction"
"Teach Like a Champion: 49 Techniques that Put Students on the Path to College","Doug Lemov","4.4","637","16.0","2010","Non Fiction"
"Teach Like a Champion: 49 Techniques that Put Students on the Path to College","Doug Lemov","4.4","637","16.0","2011","Non Fiction"
"The 17 Day Diet: A Doctor's Plan Designed for Rapid Results","Mike Moreno","4.3","2314","17.6","2011","Non Fiction"
"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman","Timothy Ferriss","4.3","4587","16.8","2011","Non Fiction"
"The 5 Love Languages: The Secret to Love That Lasts","Gary Chapman","4.7","3477","22.400000000000002","2010","Non Fiction"
"The 5 Love Languages: The Secret to Love That Lasts","Gary Chapman","4.7","3477","22.400000000000002","2011","Non Fiction"
"The 5 Love Languages: The Secret to Love That Lasts","Gary Chapman","4.7","3477","22.400000000000002","2012","Non Fiction"
"The 5 Love Languages: The Secret to Love That Lasts","Gary Chapman","4.7","3477","22.400000000000002","2013","Non Fiction"
"The 5 Love Languages: The Secret to Love That Lasts","Gary Chapman","4.7","3477","22.400000000000002","2014","Non Fiction"
"The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman","4.8","25554","6.4","2015","Non Fiction"
"The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman","4.8","25554","6.4","2016","Non Fiction"
"The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman","4.8","25554","6.4","2017","Non Fiction"
"The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman","4.8","25554","6.4","2018","Non Fiction"
"The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman","4.8","25554","6.4","2019","Non Fiction"
"The 5000 Year Leap","W. Cleon Skousen","4.8","1680","9.600000000000001","2009","Non Fiction"
"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey","4.6","9325","19.200000000000003","2009","Non Fiction"
"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey","4.6","9325","19.200000000000003","2011","Non Fiction"
"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey","4.6","9325","19.200000000000003","2012","Non Fiction"
"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey","4.6","9325","19.200000000000003","2013","Non Fiction"
"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey","4.7","4725","12.8","2015","Non Fiction"
"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey","4.7","4725","12.8","2016","Non Fiction"
"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey","4.7","4725","12.8","2017","Non Fiction"
"The Alchemist","Paulo Coelho","4.7","35799","31.200000000000003","2014","Fiction"
"The Amateur","Edward Klein","4.6","2580","7.2","2012","Non Fiction"
"The Art of Racing in the Rain: A Novel","Garth Stein","4.7","11813","8.0","2010","Fiction"
"The Art of Racing in the Rain: A Novel","Garth Stein","4.7","11813","8.0","2011","Fiction"
"The Big Short: Inside the Doomsday Machine","Michael Lewis","4.7","3536","13.600000000000001","2010","Non Fiction"
"The Blood of Olympus (The Heroes of Olympus (5))","Rick Riordan","4.8","6600","8.8","2014","Fiction"
"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!","Mark Hyman M.D.","4.2","1789","11.200000000000001","2012","Non Fiction"
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","Bessel van der Kolk M.D.","4.8","12361","9.600000000000001","2019","Non Fiction"
"The Book of Basketball: The NBA According to The Sports Guy","Bill Simmons","4.7","858","42.400000000000006","2009","Non Fiction"
"The Book Thief","Markus Zusak","4.6","23148","4.800000000000001","2013","Fiction"
"The Book Thief","Markus Zusak","4.6","23148","4.800000000000001","2014","Fiction"
"The Book with No Pictures","B. J. Novak","4.8","8081","6.4","2014","Fiction"
"The Book with No Pictures","B. J. Novak","4.8","8081","6.4","2015","Fiction"
"The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics","Daniel James Brown","4.8","23358","9.600000000000001","2014","Non Fiction"
"The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics","Daniel James Brown","4.8","23358","9.600000000000001","2015","Non Fiction"
"The Casual Vacancy","J.K. Rowling","3.3","9372","9.600000000000001","2012","Fiction"
"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Dietâ€¦","Thomas Campbell","4.7","4633","16.8","2011","Non Fiction"
"The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle","Amy Ramos","4.3","13061","4.800000000000001","2018","Non Fiction"
"The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle","Amy Ramos","4.3","13061","4.800000000000001","2019","Non Fiction"
"The Confession: A Novel","John Grisham","4.3","3523","10.4","2010","Fiction"
"The Constitution of the United States","Delegates of the ConstitutionalÂ…","4.8","2774","0.0","2016","Non Fiction"
"The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race","Jon Stewart","4.4","440","8.8","2010","Non Fiction"
"The Day the Crayons Quit","Drew Daywalt","4.8","8922","7.2","2013","Fiction"
"The Day the Crayons Quit","Drew Daywalt","4.8","8922","7.2","2014","Fiction"
"The Day the Crayons Quit","Drew Daywalt","4.8","8922","7.2","2015","Fiction"
"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever","Pierre Dukan","4.1","2023","12.0","2011","Non Fiction"
"The Elegance of the Hedgehog","Muriel Barbery","4","1859","8.8","2009","Fiction"
"The Fault in Our Stars","John Green","4.7","50482","10.4","2012","Fiction"
"The Fault in Our Stars","John Green","4.7","50482","10.4","2013","Fiction"
"The Fault in Our Stars","John Green","4.7","50482","5.6000000000000005","2014","Fiction"
"The Fault in Our Stars","John Green","4.7","50482","10.4","2014","Fiction"
"The Five Dysfunctions of a Team: A Leadership Fable","Patrick Lencioni","4.6","3207","4.800000000000001","2009","Non Fiction"
"The Five Dysfunctions of a Team: A Leadership Fable","Patrick Lencioni","4.6","3207","4.800000000000001","2010","Non Fiction"
"The Five Dysfunctions of a Team: A Leadership Fable","Patrick Lencioni","4.6","3207","4.800000000000001","2011","Non Fiction"
"The Five Dysfunctions of a Team: A Leadership Fable","Patrick Lencioni","4.6","3207","4.800000000000001","2012","Non Fiction"
"The Five Dysfunctions of a Team: A Leadership Fable","Patrick Lencioni","4.6","3207","4.800000000000001","2013","Non Fiction"
"The Five Love Languages: How to Express Heartfelt Commitment to Your Mate","Gary Chapman","4.6","803","7.2","2009","Non Fiction"
"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz","4.7","23308","4.800000000000001","2013","Non Fiction"
"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz","4.7","23308","4.800000000000001","2015","Non Fiction"
"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz","4.7","23308","4.800000000000001","2016","Non Fiction"
"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz","4.7","23308","4.800000000000001","2017","Non Fiction"
"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz","4.7","23308","4.800000000000001","2018","Non Fiction"
"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz","4.7","23308","4.800000000000001","2019","Non Fiction"
"The Getaway","Jeff Kinney","4.8","5836","0.0","2017","Fiction"
"The Girl on the Train","Paula Hawkins","4.1","79446","14.4","2015","Fiction"
"The Girl on the Train","Paula Hawkins","4.1","79446","5.6000000000000005","2016","Fiction"
"The Girl Who Kicked the Hornet's Nest (Millennium Trilogy)","Stieg Larsson","4.7","7747","11.200000000000001","2010","Fiction"
"The Girl Who Kicked the Hornet's Nest (Millennium Trilogy)","Stieg Larsson","4.7","7747","11.200000000000001","2011","Fiction"
"The Girl Who Played with Fire (Millennium Series)","Stieg Larsson","4.7","7251","7.2","2010","Fiction"
"The Girl Who Played with Fire (Millennium)","Stieg Larsson","4.7","7251","12.8","2009","Fiction"
"The Girl with the Dragon Tattoo (Millennium Series)","Stieg Larsson","4.4","10559","1.6","2009","Fiction"
"The Girl with the Dragon Tattoo (Millennium Series)","Stieg Larsson","4.4","10559","1.6","2010","Fiction"
"The Going-To-Bed Book","Sandra Boynton","4.8","5249","4.0","2016","Fiction"
"The Going-To-Bed Book","Sandra Boynton","4.8","5249","4.0","2017","Fiction"
"The Goldfinch: A Novel (Pulitzer Prize for Fiction)","Donna Tartt","3.9","33844","16.0","2013","Fiction"
"The Goldfinch: A Novel (Pulitzer Prize for Fiction)","Donna Tartt","3.9","33844","16.0","2014","Fiction"
"The Great Gatsby","F. Scott Fitzgerald","4.4","11616","5.6000000000000005","2012","Fiction"
"The Great Gatsby","F. Scott Fitzgerald","4.4","11616","5.6000000000000005","2013","Fiction"
"The Great Gatsby","F. Scott Fitzgerald","4.4","11616","5.6000000000000005","2014","Fiction"
"The Guardians: A Novel","John Grisham","4.5","13609","11.200000000000001","2019","Fiction"
"The Guernsey Literary and Potato Peel Pie Society","Mary Ann Shaffer","4.7","8587","8.0","2009","Fiction"
"The Handmaid's Tale","Margaret Atwood","4.3","29442","5.6000000000000005","2017","Fiction"
"The Harbinger: The Ancient Mystery that Holds the Secret of America's Future","Jonathan Cahn","4.6","11098","10.4","2012","Fiction"
"The Hate U Give","Angie Thomas","4.8","9947","8.8","2018","Fiction"
"The Help","Kathryn Stockett","4.8","13871","4.800000000000001","2009","Fiction"
"The Help","Kathryn Stockett","4.8","13871","4.800000000000001","2010","Fiction"
"The Help","Kathryn Stockett","4.8","13871","6.4","2011","Fiction"
"The Help","Kathryn Stockett","4.8","13871","5.6000000000000005","2011","Fiction"
"The House of Hades (Heroes of Olympus, Book 4)","Rick Riordan","4.8","6982","11.200000000000001","2013","Fiction"
"The Hunger Games","Suzanne Collins","4.7","32122","11.200000000000001","2010","Fiction"
"The Hunger Games (Book 1)","Suzanne Collins","4.7","32122","6.4","2011","Fiction"
"The Hunger Games (Book 1)","Suzanne Collins","4.7","32122","6.4","2012","Fiction"
"The Hunger Games Trilogy Boxed Set (1)","Suzanne Collins","4.8","16949","24.0","2011","Fiction"
"The Hunger Games Trilogy Boxed Set (1)","Suzanne Collins","4.8","16949","24.0","2012","Fiction"
"The Immortal Life of Henrietta Lacks","Rebecca Skloot","4.7","9289","10.4","2010","Non Fiction"
"The Immortal Life of Henrietta Lacks","Rebecca Skloot","4.7","9289","7.2","2011","Non Fiction"
"The Immortal Life of Henrietta Lacks","Rebecca Skloot","4.7","9289","7.2","2012","Non Fiction"
"The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals","Laurel Randolph","4.3","7368","5.6000000000000005","2017","Non Fiction"
"The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals","Laurel Randolph","4.3","7368","5.6000000000000005","2018","Non Fiction"
"The Last Lecture","Randy Pausch","4.7","4028","7.2","2009","Non Fiction"
"The Last Olympian (Percy Jackson and the Olympians, Book 5)","Rick Riordan","4.8","4628","5.6000000000000005","2009","Fiction"
"The Last Olympian (Percy Jackson and the Olympians, Book 5)","Rick Riordan","4.8","4628","5.6000000000000005","2010","Fiction"
"The Legend of Zelda: Hyrule Historia","Patrick Thorpe","4.9","5396","16.0","2013","Fiction"
"The Lego Ideas Book: Unlock Your Imagination","Daniel Lipkowitz","4.4","4247","10.4","2011","Non Fiction"
"The Lego Ideas Book: Unlock Your Imagination","Daniel Lipkowitz","4.4","4247","10.4","2012","Non Fiction"
"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","Marie KondÅ","4.5","22641","8.8","2015","Non Fiction"
"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","Marie KondÅ","4.5","22641","8.8","2016","Non Fiction"
"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","Marie KondÅ","4.5","22641","8.8","2017","Non Fiction"
"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","Marie KondÅ","4.5","22641","8.8","2019","Non Fiction"
"The Litigators","John Grisham","4.4","6222","14.4","2011","Fiction"
"The Lost Hero (Heroes of Olympus, Book 1)","Rick Riordan","4.8","4506","11.200000000000001","2010","Fiction"
"The Lost Symbol","Dan Brown","4.2","8747","15.200000000000001","2009","Fiction"
"The Love Dare","Stephen Kendrick","4.8","1655","10.4","2009","Non Fiction"
"The Magnolia Story","Chip Gaines","4.9","7861","4.0","2016","Non Fiction"
"The Mark of Athena (Heroes of Olympus, Book 3)","Rick Riordan","4.8","6247","8.0","2012","Fiction"
"The Martian","Andy Weir","4.7","39459","7.2","2015","Fiction"
"The Maze Runner (Book 1)","James Dashner","4.5","10101","6.4","2014","Fiction"
"The Meltdown (Diary of a Wimpy Kid Book 13)","Jeff Kinney","4.8","5898","6.4","2018","Fiction"
"The Mueller Report","The Washington Post","4.6","2744","9.600000000000001","2019","Non Fiction"
"The Nightingale: A Novel","Kristin Hannah","4.8","49288","8.8","2015","Fiction"
"The Nightingale: A Novel","Kristin Hannah","4.8","49288","8.8","2016","Fiction"
"The Official SAT Study Guide","The College Board","4.4","1201","32.0","2010","Non Fiction"
"The Official SAT Study Guide","The College Board","4.4","1201","32.0","2011","Non Fiction"
"The Official SAT Study Guide","The College Board","4.4","1201","32.0","2012","Non Fiction"
"The Official SAT Study Guide","The College Board","4.4","1201","32.0","2013","Non Fiction"
"The Official SAT Study Guide","The College Board","4.4","1201","32.0","2014","Non Fiction"
"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)","The College Board","4.3","807","28.8","2016","Non Fiction"
"The Paris Wife: A Novel","Paula McLain","4.3","3759","12.8","2011","Fiction"
"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations","Ree Drummond","4.8","2663","13.600000000000001","2013","Non Fiction"
"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solveâ€¦","Ree Drummond","4.8","3428","11.200000000000001","2015","Non Fiction"
"The Pioneer Woman Cooks: Food from My Frontier","Ree Drummond","4.8","2876","16.8","2012","Non Fiction"
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free","Dr. Steven R Gundry MD","4.5","3601","14.4","2018","Non Fiction"
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain","Dr. Steven R Gundry MD","4.4","7058","13.600000000000001","2018","Non Fiction"
"The Pout-Pout Fish","Deborah Diesen","4.8","9784","4.0","2017","Fiction"
"The Pout-Pout Fish","Deborah Diesen","4.8","9784","4.0","2018","Fiction"
"The Power of Habit: Why We Do What We Do in Life and Business","Charles Duhigg","4.6","10795","16.8","2012","Non Fiction"
"The President Is Missing: A Novel","James Patterson","4.3","10191","14.4","2018","Fiction"
"The Racketeer","John Grisham","4.3","14493","14.4","2012","Fiction"
"The Red Pyramid (The Kane Chronicles, Book 1)","Rick Riordan","4.6","2186","9.600000000000001","2010","Fiction"
"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)","F. A. Hayek","4.6","1204","11.200000000000001","2010","Non Fiction"
"The Serpent's Shadow (The Kane Chronicles, Book 3)","Rick Riordan","4.8","2091","9.600000000000001","2012","Fiction"
"The Shack: Where Tragedy Confronts Eternity","William P. Young","4.6","19720","6.4","2009","Fiction"
"The Shack: Where Tragedy Confronts Eternity","William P. Young","4.6","19720","6.4","2017","Fiction"
"The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga)","Stephenie Meyer","4.6","2122","0.0","2010","Fiction"
"The Silent Patient","Alex Michaelides","4.5","27536","11.200000000000001","2019","Fiction"
"The Son of Neptune (Heroes of Olympus, Book 2)","Rick Riordan","4.8","4290","8.0","2011","Fiction"
"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life","Mark Manson","4.6","26490","12.0","2017","Non Fiction"
"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life","Mark Manson","4.6","26490","12.0","2018","Non Fiction"
"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life","Mark Manson","4.6","26490","12.0","2019","Non Fiction"
"The Sun and Her Flowers","Rupi Kaur","4.7","5487","7.2","2017","Non Fiction"
"The Third Wheel (Diary of a Wimpy Kid, Book 7)","Jeff Kinney","4.7","6377","5.6000000000000005","2012","Fiction"
"The Throne of Fire (The Kane Chronicles, Book 2)","Rick Riordan","4.7","1463","8.0","2011","Fiction"
"The Time Traveler's Wife","Audrey Niffenegger","4.4","3759","4.800000000000001","2009","Fiction"
"The Tipping Point: How Little Things Can Make a Big Difference","Malcolm Gladwell","4.4","3503","7.2","2009","Non Fiction"
"The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness","Dave Ramsey","4.7","11550","8.0","2019","Non Fiction"
"The Twilight Saga Collection","Stephenie Meyer","4.7","3801","65.60000000000001","2009","Fiction"
"The Ugly Truth (Diary of a Wimpy Kid, Book 5)","Jeff Kinney","4.8","3796","9.600000000000001","2010","Fiction"
"The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes forâ€¦","Dinah Bucholz","4.7","9030","8.0","2019","Non Fiction"
"The Very Hungry Caterpillar","Eric Carle","4.9","19546","4.0","2013","Fiction"
"The Very Hungry Caterpillar","Eric Carle","4.9","19546","4.0","2014","Fiction"
"The Very Hungry Caterpillar","Eric Carle","4.9","19546","4.0","2015","Fiction"
"The Very Hungry Caterpillar","Eric Carle","4.9","19546","4.0","2016","Fiction"
"The Very Hungry Caterpillar","Eric Carle","4.9","19546","4.0","2017","Fiction"
"The Very Hungry Caterpillar","Eric Carle","4.9","19546","4.0","2018","Fiction"
"The Very Hungry Caterpillar","Eric Carle","4.9","19546","4.0","2019","Fiction"
"The Whole30: The 30-Day Guide to Total Health and Food Freedom","Melissa Hartwig Urban","4.6","7508","12.8","2015","Non Fiction"
"The Whole30: The 30-Day Guide to Total Health and Food Freedom","Melissa Hartwig Urban","4.6","7508","12.8","2016","Non Fiction"
"The Whole30: The 30-Day Guide to Total Health and Food Freedom","Melissa Hartwig Urban","4.6","7508","12.8","2017","Non Fiction"
"The Wonderful Things You Will Be","Emily Winfield Martin","4.9","8842","8.0","2016","Fiction"
"The Wonderful Things You Will Be","Emily Winfield Martin","4.9","8842","8.0","2017","Fiction"
"The Wonderful Things You Will Be","Emily Winfield Martin","4.9","8842","8.0","2018","Fiction"
"The Wonderful Things You Will Be","Emily Winfield Martin","4.9","8842","8.0","2019","Fiction"
"The Wonky Donkey","Craig Smith","4.8","30183","3.2","2018","Fiction"
"The Wonky Donkey","Craig Smith","4.8","30183","3.2","2019","Fiction"
"The Wright Brothers","David McCullough","4.7","6169","12.8","2015","Non Fiction"
"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]","Charles Krauthammer","4.7","7034","12.0","2013","Non Fiction"
"Thinking, Fast and Slow","Daniel Kahneman","4.6","11034","15.200000000000001","2011","Non Fiction"
"Thinking, Fast and Slow","Daniel Kahneman","4.6","11034","15.200000000000001","2012","Non Fiction"
"Thirteen Reasons Why","Jay Asher","4.5","7932","7.2","2017","Fiction"
"Thomas Jefferson: The Art of Power","Jon Meacham","4.5","1904","18.400000000000002","2012","Non Fiction"
"Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time","Greg Mortenson","4.3","3319","8.8","2009","Non Fiction"
"Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time","Greg Mortenson","4.3","3319","8.8","2010","Non Fiction"
"Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)","Thug Kitchen","4.6","11128","18.400000000000002","2014","Non Fiction"
"Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)","Thug Kitchen","4.6","11128","18.400000000000002","2015","Non Fiction"
